clip_sequence,cum_clip,min_id,max_id,skill,problem_id,user_id,assignment_id,assistment_id,avg_attemptCount,avg_bottomHint,avg_correct,avg_frIsHelpRequest,avg_frPast5HelpRequest,avg_frPast5WrongCount,avg_frPast8HelpRequest,avg_frPast8WrongCount,avg_frWorkingInSchool,avg_hint,avg_hintCount,avg_hintTotal,avg_original,avg_past8BottomOut,avg_scaffold,avg_stlHintUsed,avg_timeSinceSkill,avg_timeTaken,avg_totalFrAttempted,avg_totalFrPastWrongCount,avg_totalFrPercentPastWrong,avg_totalFrSkillOpportunities,avg_totalFrTimeOnSkill,max_attemptCount,max_bottomHint,max_correct,max_frIsHelpRequest,max_frPast5HelpRequest,max_frPast5WrongCount,max_frPast8HelpRequest,max_frPast8WrongCount,max_frWorkingInSchool,max_hint,max_hintCount,max_hintTotal,max_original,max_past8BottomOut,max_scaffold,max_stlHintUsed,max_timeSinceSkill,max_timeTaken,max_totalFrAttempted,max_totalFrPastWrongCount,max_totalFrPercentPastWrong,max_totalFrSkillOpportunities,max_totalFrTimeOnSkill,min_attemptCount,min_bottomHint,min_correct,min_frIsHelpRequest,min_frPast5HelpRequest,min_frPast5WrongCount,min_frPast8HelpRequest,min_frPast8WrongCount,min_frWorkingInSchool,min_hint,min_hintCount,min_hintTotal,min_original,min_past8BottomOut,min_scaffold,min_stlHintUsed,min_timeSinceSkill,min_timeTaken,min_totalFrAttempted,min_totalFrPastWrongCount,min_totalFrPercentPastWrong,min_totalFrSkillOpportunities,min_totalFrTimeOnSkill,sum_attemptCount,sum_bottomHint,sum_correct,sum_frIsHelpRequest,sum_frPast5HelpRequest,sum_frPast5WrongCount,sum_frPast8HelpRequest,sum_frPast8WrongCount,sum_frWorkingInSchool,sum_hint,sum_hintCount,sum_hintTotal,sum_original,sum_past8BottomOut,sum_scaffold,sum_stlHintUsed,sum_timeSinceSkill,sum_timeTaken,sum_totalFrAttempted,sum_totalFrPastWrongCount,sum_totalFrPercentPastWrong,sum_totalFrSkillOpportunities,sum_totalFrTimeOnSkill,confusion,concentration,boredom,frustration,urbanicity
173,7198,14451,14451,309,66796,94491,287793,39839,2,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,31.985,14,1,0,1,19.282,2,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,31.985,14,1,0,1,19.282,2,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,31.985,14,1,0,1,19.282,2,0,0,0,0,1,0,1,1,1,1,2,0,1,0,1,0,31.985,14,1,0,1,19.282,0,1,0,0,1
173,7204,14459,14461,309,51159,94491,287793,32976,2,0,0,0,0,0.333333333,0,0.333333333,1,0.666666667,1,3,1,0,0,0.333333333,0,20.62533333,23,2.666666667,0.111111113,10,272.19033,3,0,0,0,0,1,0,1,1,1,2,3,1,0,0,1,0,50.469,24,3,0.33333334,11,295.972,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0.969,22,2,0,9,235.06499,6,0,0,0,0,1,0,1,3,2,3,9,3,0,0,1,0,61.876,69,8,0.33333334,30,816.57099,0,1,0,0,1
173,7210,14469,14472,309,66794,94491,287793,39838,3.5,0,0,0,0,0.25,0,0.25,1,0.5,1.25,3,0,0,0,0.5,0,11.70325,33.5,5,0,20.5,473.8007375,5,0,0,0,0,1,0,1,1,1,2,3,0,0,0,1,0,31.937,35,5,0,22,488.176,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,32,5,0,19,444.95697,14,0,0,0,0,1,0,1,4,2,5,12,0,0,0,2,0,46.813,134,20,0,82,1895.20295,0,0,0,1,1
173,7212,14475,14477,309,66789.33333,94491,287793,39837,1.333333333,0,0,0.333333333,0,0.333333333,0,0.333333333,1,0.333333333,0.333333333,0.666666667,0.666666667,0,0.333333333,0.333333333,0,12.224,39,5.666666667,0.21777778,26,519.4056667,2,0,0,1,0,1,0,1,1,1,1,2,1,0,1,1,0,29.641,40,6,0.33333334,27,529.286,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.062,38,5,0,25,499.645,4,0,0,1,0,1,0,1,3,1,1,2,2,0,1,1,0,36.672,117,17,0.65333334,78,1558.217,0,1,0,0,1
173,7213,14478,14479,309,66790,94491,287793,39837,2.5,0.5,0,0,0.5,0,0.5,0,1,0.5,1.5,2,0,0,0,0.5,0,12.461,41.5,6,0,28.5,544.091,3,1,0,0,1,0,1,0,1,1,2,2,0,0,0,1,0,15.672,42,6,0,29,551.927,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,9.25,41,6,0,28,536.255,5,1,0,0,1,0,1,0,2,1,3,4,0,0,0,1,0,24.922,83,12,0,57,1088.182,0,1,0,0,1
173,7218,14488,14488,309,51201,94491,287793,32990,5,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,25.11,51,8,0,38,756.256,5,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,25.11,51,8,0,38,756.256,5,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,25.11,51,8,0,38,756.256,5,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,25.11,51,8,0,38,756.256,0,1,0,0,1
173,7223,14497,14497,309,51186,94491,287793,32985,4,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,28.297,60,10,0,47,985.17896,4,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,28.297,60,10,0,47,985.17896,4,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,28.297,60,10,0,47,985.17896,4,0,1,0,0,0,0,0,1,0,2,3,1,0,0,1,0,28.297,60,10,0,47,985.17896,0,1,0,0,1
173,7229,14514,14514,84,88078,94491,287795,49393,4,0,1,0,0,0,0,0,1,0,3,4,1,0,0,1,0,37.251,77,2,0,16,120.078,4,0,1,0,0,0,0,0,1,0,3,4,1,0,0,1,0,37.251,77,2,0,16,120.078,4,0,1,0,0,0,0,0,1,0,3,4,1,0,0,1,0,37.251,77,2,0,16,120.078,4,0,1,0,0,0,0,0,1,0,3,4,1,0,0,1,0,37.251,77,2,0,16,120.078,0,1,0,0,1
173,7242,14566,14569,47,61108,94491,287802,38060,7.5,0.25,0.25,0,0,0,0,0,1,0.5,4.5,5,1,0,0,0.5,0,4.3205,130.5,4,0,46.5,195.754765,9,1,1,0,0,0,0,0,1,1,5,5,1,0,0,1,0,7.906,132,4,0,48,201.29802,6,0,0,0,0,0,0,0,1,0,4,5,1,0,0,0,0,0.922,129,4,0,45,190.65701,30,1,1,0,0,0,0,0,4,2,18,20,4,0,0,2,0,17.282,522,16,0,186,783.01906,0,1,0,0,1
173,7245,14586,14589,47,61108.75,94491,287802,38060.75,3.25,0,0.25,0,0,0,0,0,1,0.5,2.75,5,1,0,0,0.5,0,4.22275,150.5,5,0.05147059,66.5,254.77701,5,0,1,0,0,0,0,0,1,1,4,5,1,0,0,1,0,5.891,152,5,0.20588236,68,261.66,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,1.641,149,5,0,65,250.01901,13,0,1,0,0,0,0,0,4,2,11,20,4,0,0,2,0,16.891,602,20,0.20588236,266,1019.10804,0,0,1,0,1
173,7246,14590,14595,47,61099,94491,287802,38051,4.5,0,0.166666667,0,0,0.166666667,0,0.166666667,1,0.666666667,2.333333333,5,1,0,0,0.333333333,0,3.393333333,155.5,6,0,71.5,276.0665,7,0,1,0,0,1,0,1,1,1,4,5,1,0,0,1,0,6.344,158,6,0,74,280.926,2,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0.735,153,6,0,69,266.91,27,0,1,0,0,1,0,1,6,4,14,30,6,0,0,2,0,20.36,933,36,0,429,1656.399,0,0,1,0,1
174,7258,14627,14627,49,66477,94492,287796,39554,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,46.547,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,46.547,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,46.547,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,46.547,9,0,0,0,0,0,0,0,1,1
174,7261,14631,14632,309,66870,94492,287793,39864,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,35.024,13.5,0.5,0,1.5,51.172,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,69.97,14,1,0,2,86.157,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.078,13,0,0,1,16.187,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,70.048,27,1,0,3,102.344,0,0,0,1,1
174,7266,14637,14638,309,66872,94492,287793,39864,3.5,0,0,0,0,0,0,0,1,0.5,0.5,3,0,0,0,0,0,11.2815,19.5,2,0,7.5,196.11901,4,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,19.016,20,2,0,8,205.62701,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3.547,19,2,0,7,186.61101,7,0,0,0,0,0,0,0,2,1,1,6,0,0,0,0,0,22.563,39,4,0,15,392.23802,1,0,0,0,1
175,7281,14655,14655,309,66835,94494,287793,39852,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,217.574,10,1,0,4,325.943,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,217.574,10,1,0,4,325.943,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,217.574,10,1,0,4,325.943,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,217.574,10,1,0,4,325.943,0,0,0,1,1
175,7282,14656,14656,309,66835,94494,287793,39852,6,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,6.921,11,1,0,5,543.51697,6,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,6.921,11,1,0,5,543.51697,6,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,6.921,11,1,0,5,543.51697,6,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,6.921,11,1,0,5,543.51697,1,0,0,0,1
176,7292,14669,14669,0,33771,94495,287731,26298,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,331.719,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,331.719,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,331.719,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,331.719,1,0,0,0,0,0,0,1,0,1
176,7294,14671,14671,12,110696,94495,287731,58744,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,214.392,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,214.392,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,214.392,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,214.392,3,0,0,0,0,0,0,1,0,1
176,7299,14676,14676,54,88482,94495,287794,49786,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12.125,8,1,0,3,62.564,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12.125,8,1,0,3,62.564,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12.125,8,1,0,3,62.564,4,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,12.125,8,1,0,3,62.564,0,0,1,0,1
176,7300,14677,14677,54,88482,94495,287794,49786,5,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,33.876,9,1,0,4,74.688995,5,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,33.876,9,1,0,4,74.688995,5,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,33.876,9,1,0,4,74.688995,5,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,33.876,9,1,0,4,74.688995,0,0,0,1,1
176,7304,14684,14685,54,88482,94495,287794,49786,12.5,0.5,0,0,0,0,0,0,1,0.5,3.5,4,1,0,0,0.5,0,12.344,16.5,1,0,11.5,258.261995,13,1,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,18.578,17,1,0,12,267.551,12,0,0,0,0,0,0,0,1,0,3,4,1,0,0,0,0,6.11,16,1,0,11,248.97299,25,1,0,0,0,0,0,0,2,1,7,8,2,0,0,1,0,24.688,33,2,0,23,516.52399,0,0,0,1,1
176,7305,14686,14687,54,88482.5,94495,287794,49786.5,7.5,0,1,0,0,0,0,0,1,0,2,4,1,0,0,0,0,9.3205,18.5,1,0.321428565,13.5,276.668975,14,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,12.625,19,1,0.64285713,14,279.67697,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,6.016,18,1,0,13,273.66098,15,0,2,0,0,0,0,0,2,0,4,8,2,0,0,0,0,18.641,37,2,0.64285713,27,553.33795,0,0,0,1,1
176,7311,14706,14707,309,66825,94495,287793,39849,1.5,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0.5,0,0,13.9375,38.5,0.5,0,0.5,13.8985,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,27.797,39,1,0,1,27.797,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.078,38,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,0,2,0,1,0,0,27.875,77,1,0,1,27.797,0,0,1,0,1
176,7312,14708,14709,181,77648,94495,287793.5,44811.5,3.5,0,0.5,0,0,0,0,0,1,0,2,3,0.5,0,0,0,0,37.2185,40.5,2,0.25,17.5,204.89397,6,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,65.937,41,3,0.5,33,381.99094,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8.5,40,1,0,2,27.797,7,0,1,0,0,0,0,0,2,0,4,6,1,0,0,0,0,74.437,81,4,0.5,35,409.78794,0,0,1,0,1
176,7313,14710,14710,54,88486,94495,287794,49790,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,45.594,42,3,0.5294118,34,390.49094,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,45.594,42,3,0.5294118,34,390.49094,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,45.594,42,3,0.5294118,34,390.49094,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,45.594,42,3,0.5294118,34,390.49094,0,0,1,0,1
176,7314,14711,14712,54,88466,94495,287794,49770,1.5,0,0.5,0,0,0.5,0,0.5,1,0,0,4,1,0,0,0,0,8.0625,43.5,3.5,0.25714287,35.5,440.70993,2,0,1,0,0,1,0,1,1,0,0,4,1,0,0,0,0,9.25,44,4,0.51428574,36,445.33493,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,6.875,43,3,0,35,436.08493,3,0,1,0,0,1,0,1,2,0,0,8,2,0,0,0,0,16.125,87,7,0.51428574,71,881.41986,0,0,1,0,1
177,7326,14729,14729,79,102348,94496,287731,56631,6,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,402.533,10,1,0,5,127.922,6,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,402.533,10,1,0,5,127.922,6,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,402.533,10,1,0,5,127.922,6,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,402.533,10,1,0,5,127.922,0,0,1,0,1
177,7328,14747,14768,79,102348,94496,287731,56631,34.5,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,20.62781818,38.5,1,0,33.5,1074.597405,45,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,449.437,49,1,0,44,1096.8159,24,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0.125,28,1,0,23,643.16,759,0,0,0,0,0,0,0,22,0,22,44,22,0,0,22,0,453.812,847,22,0,737,23641.1429,0,1,1,1,1
177,7329,14769,14769,79,102348,94496,287731,56631,46,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0.141,50,1,0,45,1096.9719,46,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0.141,50,1,0,45,1096.9719,46,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0.141,50,1,0,45,1096.9719,46,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0.141,50,1,0,45,1096.9719,0,0,0,1,1
177,7332,14774,14776,79,102348,94496,287731,56631,52,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,5.098666667,56,1,0,51,1228.670233,53,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,6.859,57,1,0,52,1234.0499,51,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,3.797,55,1,0,50,1222.5509,156,0,0,0,0,0,0,0,3,0,3,6,3,0,0,3,0,15.296,168,3,0,153,3686.0107,0,1,0,0,1
177,7333,14777,14777,79,102348,94496,287731,56631,54,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,41.359,58,1,0,53,1237.8469,54,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,41.359,58,1,0,53,1237.8469,54,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,41.359,58,1,0,53,1237.8469,54,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,41.359,58,1,0,53,1237.8469,0,0,0,1,1
177,7339,14783,14783,0,33774,94496,287731,26298,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,20.562,64,0,0,3,160.311,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,20.562,64,0,0,3,160.311,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,20.562,64,0,0,3,160.311,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,20.562,64,0,0,3,160.311,0,0,0,1,1
177,7341,14785,14785,0,33774,94496,287731,26298,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,52.031,66,1,0,5,197.42,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,52.031,66,1,0,5,197.42,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,52.031,66,1,0,5,197.42,3,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,52.031,66,1,0,5,197.42,0,1,0,0,1
178,7372,14849,14849,0,109963,94500,287731,58319,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,163.371,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,163.371,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,163.371,5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,163.371,5,0,0,0,0,0,0,1,0,1
178,7374,14851,14851,12,110696,94500,287731,58744,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,231.886,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,231.886,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,231.886,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,231.886,7,0,0,0,0,0,0,1,0,1
178,7376,14853,14854,11,71956.5,94500,287729,42336.5,2,0,0.5,0,0,0.5,0,0.5,1,0,0,1,1,0,0.5,0,0,22.7415,9.5,0.5,0,1.5,198.463505,2,0,1,0,0,1,0,1,1,0,0,2,1,0,1,0,0,45.373,10,1,0,2,241.13501,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.11,9,0,0,1,155.792,4,0,1,0,0,1,0,1,2,0,0,2,2,0,1,0,0,45.483,19,1,0,3,396.92701,0,0,1,0,1
178,7377,14855,14856,0,33948,94500,287729,26351,1.5,0,0,0,0,0.5,0,0.5,1,0,0,4,0,0,0,0,0,18.5935,11.5,0.5,0,3.5,255.908005,2,0,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,29.546,12,1,0,4,270.681,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,7.641,11,0,0,3,241.13501,3,0,0,0,0,1,0,1,2,0,0,8,0,0,0,0,0,37.187,23,1,0,7,511.81601,0,0,1,0,1
178,7378,14857,14871,0,33948,94500,287729,26351,10,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1.419733333,20,1,0,12,294.6161893,17,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,14.281,27,1,0,19,299.399,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.203,13,1,0,5,278.322,150,0,0,0,0,0,0,0,15,0,0,60,0,0,0,0,0,21.296,300,15,0,180,4419.24284,0,0,1,0,1
178,7379,14872,14872,0,33948,94500,287729,26351,18,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.015,28,1,0,20,299.61798,18,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.015,28,1,0,20,299.61798,18,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.015,28,1,0,20,299.61798,18,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20.015,28,1,0,20,299.61798,0,0,0,1,1
179,7389,14887,14889,79,102348,94501,287731,56631,2,0.333333333,0,0,0,0.333333333,0,0.333333333,1,0.666666667,1,2,1,0,0,0.333333333,0,45.157,14,0.666666667,0,1,87.70467,3,1,0,0,0,1,0,1,1,1,2,2,1,0,0,1,0,130.518,15,1,0,2,132.59601,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2.078,13,0,0,0,0,6,1,0,0,0,1,0,1,3,2,3,6,3,0,0,1,0,135.471,42,2,0,3,263.11401,0,1,0,0,1
179,7394,14896,14919,309,66848,94501,287793,39856,16.5,0.041666667,0,0,0,0,0,0,1,0.041666667,2.041666667,3,0,0,0,0.958333333,0,3.55675,33.5,0,0,15.5,253.5161063,28,1,0,0,0,0,0,0,1,1,3,3,0,0,0,1,0,78.471,45,0,0,27,257.19315,5,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0.031,22,0,0,4,177.581,396,1,0,0,0,0,0,0,24,1,49,72,0,0,0,23,0,85.362,804,0,0,372,6084.38655,0,1,0,0,1
179,7402,14942,14943,309,66799,94501,287793,39840,1.5,0.5,0,0.5,1.5,0,1.5,0,1,1,1.5,2,0,0,0,0.5,0,32.4305,68.5,1,0.41,50.5,440.27513,2,1,0,1,2,0,2,0,1,1,2,2,0,0,0,1,0,62.814,69,1,0.82,51,471.68213,1,0,0,0,1,0,1,0,1,1,1,2,0,0,0,0,0,2.047,68,1,0,50,408.86813,3,1,0,1,3,0,3,0,2,2,3,4,0,0,0,1,0,64.861,137,2,0.82,101,880.55026,0,0,1,0,1
179,7406,14953,14956,309,66868.5,94501,287793,39863,1.75,0.25,0,0.5,0.75,0,0.75,0,1,0.75,1.5,2.25,0.25,0,0.25,0.25,0,7.3555,80.5,1,0.333355363,62.5,608.5611,3,1,0,1,2,0,2,0,1,1,3,3,1,0,1,1,0,21.61,82,1,0.6721311,64,616.7171,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.64,79,1,0,61,590.4201,7,1,0,2,3,0,3,0,4,3,6,9,1,0,1,1,0,29.422,322,4,1.33342145,250,2434.2444,0,0,1,0,1
180,7416,14976,14976,12,110696,94502,287731,58744,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,179.123,7,1,0,2,172.852,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,179.123,7,1,0,2,172.852,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,179.123,7,1,0,2,172.852,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,179.123,7,1,0,2,172.852,0,0,1,0,1
181,7438,15023,15025,84,88022,94765,287795,49337,4,0.333333333,0,0,0,0,0,0,1,1,3,4,1,0,0,0.333333333,0,14.71333333,24,1,0,3,80.74866767,5,1,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,35.703,25,1,0,4,93.983,3,0,0,0,0,0,0,0,1,1,2,4,1,0,0,0,0,2,23,1,0,2,56.280003,12,1,0,0,0,0,0,0,3,3,9,12,3,0,0,1,0,44.14,72,3,0,9,242.246003,0,0,1,0,1
181,7445,15043,15043,49,66346,94765,287796,39423,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.844,43,1,0.5,4,24.5,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.844,43,1,0.5,4,24.5,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.844,43,1,0.5,4,24.5,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,20.844,43,1,0.5,4,24.5,0,1,0,0,1
182,7483,15169,15173,309,66784.2,95043,287793,39835,2.2,0.2,0.2,0,0,0.2,0,0.2,1,0.4,1,2.2,0,0,0,0.2,0,5.0906,39,4.8,0.145,18,136.54902,4,1,1,0,0,1,0,1,1,1,2,3,0,0,0,1,0,9.547,41,5,0.375,20,142.64902,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.265,37,4,0,16,126.72702,11,1,1,0,0,1,0,1,5,2,5,11,0,0,0,1,0,25.453,195,24,0.725,90,682.7451,0,1,0,0,1
182,7485,15175,15175,309,51147,95043,287793,32972,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,248.784,43,6,0.36363637,22,165.58603,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,248.784,43,6,0.36363637,22,165.58603,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,248.784,43,6,0.36363637,22,165.58603,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,248.784,43,6,0.36363637,22,165.58603,0,0,1,0,1
183,7500,15201,15202,54,88410,95045,287794,49714,1.5,0,0,0,0,0.5,0,0.5,1,0,0,4,1,0,0,0,0,11.976,20.5,0.5,0,0.5,8.5775,2,0,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,17.155,21,1,0,1,17.155,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,6.797,20,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,8,2,0,0,0,0,23.952,41,1,0,1,17.155,0,0,1,0,1
183,7508,15215,15215,54,88486,95045,287794,49790,11,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,25.594,34,2,0,14,205.917,11,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,25.594,34,2,0,14,205.917,11,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,25.594,34,2,0,14,205.917,11,0,1,0,0,0,0,0,1,0,4,4,1,0,0,0,0,25.594,34,2,0,14,205.917,0,1,0,0,1
183,7509,15216,15219,54,88420.25,95045,287794,49724.25,1.25,0,0.5,0,0,0.25,0,0.25,1,0,0,4,1,0,0,0,0,6.656,36.5,2.25,0.3759804,16.5,243.22525,2,0,1,0,0,1,0,1,1,0,0,4,1,0,0,0,0,10.312,38,3,0.53333336,18,252.229,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,4.891,35,2,0,15,231.511,5,0,2,0,0,1,0,1,4,0,0,16,4,0,0,0,0,26.624,146,9,1.5039216,66,972.901,0,1,0,0,1
184,7525,15250,15252,84,87984,95046,287795,49299,3,0,0,0,0,0.333333333,0,0.333333333,1,0.666666667,1,4,1,0,0,0,0,6.531333333,25,1,0,10,145.2896667,4,0,0,0,0,1,0,1,1,1,2,4,1,0,0,0,0,14.876,26,1,0,11,151.925,2,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,2.203,24,1,0,9,134.534,9,0,0,0,0,1,0,1,3,2,3,12,3,0,0,0,0,19.594,75,3,0,30,435.869,0,1,0,0,1
